n,msec,pos
# Quadrature Readout v0.1 26-March-2021 J.Beale
8074,69466,-83
8075,69472,-84
8076,69477,-85
8077,69484,-86
8078,69490,-87
8079,69496,-88
8080,69502,-89
8081,69509,-90
8082,69515,-91
8083,69522,-92
8084,69528,-93
8085,69535,-94
8086,69541,-95
8087,69548,-96
8088,69555,-97
8089,69562,-98
8090,69569,-99
8091,69576,-100
8092,69583,-101
8093,69591,-102
8094,69598,-103
8095,69606,-104
8096,69613,-105
8097,69621,-106
8098,69629,-107
8099,69638,-108
8100,69646,-109
8101,69654,-110
8102,69664,-111
8103,69673,-112
8104,69682,-113
8105,69691,-114
8106,69702,-115
8107,69712,-116
8108,69722,-117
8109,69734,-118
8110,69746,-119
8111,69759,-120
8112,69771,-121
8113,69786,-122
8114,69802,-123
8115,69819,-124
8116,69838,-125
8117,69862,-126
8118,69895,-127
8119,70017,-126
8120,70049,-125
8121,70073,-124
8122,70092,-123
8123,70109,-122
8124,70125,-121
8125,70140,-120
8126,70152,-119
8127,70165,-118
8128,70177,-117
8129,70188,-116
8130,70198,-115
8131,70209,-114
8132,70219,-113
8133,70229,-112
8134,70238,-111
8135,70247,-110
8136,70256,-109
8137,70265,-108
8138,70273,-107
8139,70281,-106
8140,70289,-105
8141,70297,-104
8142,70305,-103
8143,70312,-102
8144,70320,-101
8145,70327,-100
8146,70334,-99
8147,70342,-98
8148,70349,-97
8149,70356,-96
8150,70362,-95
8151,70369,-94
8152,70376,-93
8153,70383,-92
8154,70389,-91
8155,70395,-90
8156,70402,-89
8157,70408,-88
8158,70414,-87
8159,70421,-86
8160,70427,-85
8161,70433,-84
8162,70439,-83
8163,70445,-82
8164,70451,-81
8165,70457,-80
8166,70462,-79
8167,70468,-78
8168,70474,-77
8169,70480,-76
8170,70485,-75
8171,70491,-74
8172,70497,-73
8173,70503,-72
8174,70508,-71
8175,70513,-70
8176,70519,-69
8177,70525,-68
8178,70530,-67
8179,70535,-66
8180,70541,-65
8181,70546,-64
8182,70551,-63
8183,70557,-62
8184,70562,-61
8185,70567,-60
8186,70572,-59
8187,70578,-58
8188,70583,-57
8189,70588,-56
8190,70593,-55
8191,70598,-54
8192,70604,-53
8193,70609,-52
8194,70614,-51
8195,70619,-50
8196,70624,-49
8197,70630,-48
8198,70634,-47
8199,70639,-46
8200,70645,-45
8201,70650,-44
8202,70654,-43
8203,70660,-42
8204,70665,-41
8205,70670,-40
8206,70675,-39
8207,70680,-38
8208,70685,-37
8209,70690,-36
8210,70695,-35
8211,70700,-34
8212,70705,-33
8213,70710,-32
8214,70714,-31
8215,70720,-30
8216,70725,-29
8217,70730,-28
8218,70734,-27
8219,70739,-26
8220,70744,-25
8221,70750,-24
8222,70754,-23
8223,70759,-22
8224,70764,-21
8225,70770,-20
8226,70774,-19
8227,70779,-18
8228,70784,-17
8229,70790,-16
8230,70794,-15
8231,70799,-14
8232,70804,-13
8233,70810,-12
8234,70814,-11
8235,70819,-10
8236,70825,-9
8237,70830,-8
8238,70834,-7
8239,70840,-6
8240,70845,-5
8241,70850,-4
8242,70855,-3
8243,70860,-2
8244,70865,-1
8245,70871,0
8246,70875,1
8247,70881,2
8248,70886,3
8249,70891,4
8250,70896,5
8251,70902,6
8252,70907,7
8253,70912,8
8254,70917,9
8255,70923,10
8256,70928,11
8257,70934,12
8258,70939,13
8259,70944,14
8260,70950,15
8261,70956,16
8262,70961,17
8263,70967,18
8264,70972,19
8265,70978,20
8266,70983,21
8267,70989,22
8268,70995,23
8269,71001,24
8270,71006,25
8271,71012,26
8272,71018,27
8273,71024,28
8274,71030,29
8275,71036,30
8276,71042,31
8277,71049,32
8278,71054,33
8279,71061,34
8280,71067,35
8281,71074,36
8282,71080,37
8283,71086,38
8284,71093,39
8285,71100,40
8286,71106,41
8287,71113,42
8288,71120,43
8289,71128,44
8290,71134,45
8291,71142,46
8292,71149,47
8293,71157,48
8294,71164,49
8295,71172,50
8296,71180,51
8297,71188,52
8298,71196,53
8299,71204,54
8300,71213,55
8301,71222,56
8302,71231,57
8303,71240,58
8304,71250,59
8305,71260,60
8306,71270,61
8307,71281,62
8308,71292,63
8309,71304,64
8310,71316,65
8311,71329,66
8312,71344,67
8313,71360,68
8314,71376,69
8315,71395,70
8316,71418,71
8317,71451,72
8318,71581,71
8319,71612,70
8320,71635,69
8321,71655,68
8322,71670,67
8323,71686,66
8324,71701,65
8325,71714,64
8326,71725,63
8327,71738,62
8328,71749,61
8329,71760,60
8330,71770,59
8331,71780,58
8332,71790,57
8333,71799,56
8334,71807,55
8335,71817,54
8336,71825,53
8337,71834,52
8338,71842,51
8339,71850,50
8340,71858,49
8341,71866,48
8342,71873,47
8343,71880,46
8344,71888,45
8345,71895,44
8346,71902,43
8347,71909,42
8348,71916,41
8349,71923,40
8350,71930,39
8351,71936,38
8352,71943,37
8353,71950,36
8354,71956,35
8355,71962,34
8356,71969,33
8357,71975,32
8358,71981,31
8359,71987,30
8360,71993,29
8361,72000,28
8362,72005,27
8363,72011,26
8364,72017,25
8365,72023,24
8366,72029,23
8367,72035,22
8368,72040,21
8369,72046,20
8370,72052,19
8371,72057,18
8372,72063,17
8373,72069,16
8374,72074,15
8375,72079,14
8376,72085,13
8377,72091,12
8378,72096,11
8379,72101,10
8380,72107,9
8381,72112,8
8382,72117,7
8383,72123,6
8384,72128,5
8385,72133,4
8386,72138,3
8387,72144,2
8388,72149,1
8389,72154,0
8390,72159,-1
8391,72164,-2
8392,72170,-3
8393,72175,-4
8394,72180,-5
8395,72185,-6
8396,72190,-7
8397,72195,-8
8398,72200,-9
8399,72205,-10
8400,72210,-11
8401,72215,-12
8402,72220,-13
8403,72225,-14
8404,72230,-15
8405,72236,-16
8406,72240,-17
8407,72245,-18
8408,72251,-19
8409,72256,-20
8410,72260,-21
8411,72265,-22
8412,72270,-23
8413,72276,-24
8414,72280,-25
8415,72285,-26
8416,72290,-27
8417,72295,-28
8418,72300,-29
8419,72305,-30
8420,72310,-31
8421,72315,-32
8422,72320,-33
8423,72325,-34
8424,72330,-35
8425,72335,-36
8426,72340,-37
8427,72345,-38
8428,72350,-39
8429,72355,-40
8430,72360,-41
8431,72365,-42
8432,72370,-43
8433,72375,-44
8434,72380,-45
8435,72385,-46
8436,72391,-47
8437,72396,-48
8438,72401,-49
8439,72406,-50
8440,72411,-51
8441,72416,-52
8442,72421,-53
8443,72426,-54
8444,72432,-55
8445,72437,-56
8446,72442,-57
8447,72447,-58
8448,72452,-59
8449,72458,-60
8450,72463,-61
8451,72468,-62
8452,72474,-63
8453,72479,-64
8454,72484,-65
8455,72489,-66
8456,72495,-67
8457,72500,-68
8458,72506,-69
8459,72511,-70
8460,72517,-71
8461,72522,-72
8462,72528,-73
8463,72533,-74
8464,72539,-75
8465,72545,-76
8466,72550,-77
8467,72556,-78
8468,72562,-79
8469,72568,-80
8470,72574,-81
8471,72580,-82
8472,72586,-83
8473,72592,-84
8474,72597,-85
8475,72604,-86
8476,72610,-87
8477,72616,-88
8478,72622,-89
8479,72629,-90
8480,72635,-91
8481,72642,-92
8482,72648,-93
8483,72655,-94
8484,72662,-95
8485,72669,-96
8486,72675,-97
8487,72682,-98
8488,72689,-99
8489,72697,-100
8490,72704,-101
8491,72711,-102
8492,72719,-103
8493,72726,-104
8494,72734,-105
8495,72742,-106
8496,72750,-107
8497,72759,-108
8498,72767,-109
8499,72775,-110
8500,72785,-111
8501,72794,-112
8502,72803,-113
8503,72813,-114
8504,72823,-115
8505,72834,-116
8506,72844,-117
8507,72856,-118
8508,72868,-119
8509,72881,-120
8510,72894,-121
8511,72908,-122
8512,72925,-123
8513,72943,-124
8514,72962,-125
8515,72988,-126
8516,73025,-127
8517,73127,-126
8518,73162,-125
8519,73188,-124
8520,73207,-123
8521,73225,-122
8522,73241,-121
8523,73256,-120
8524,73269,-119
8525,73282,-118
8526,73294,-117
8527,73306,-116
8528,73316,-115
8529,73326,-114
8530,73337,-113
8531,73347,-112
8532,73355,-111
8533,73365,-110
8534,73374,-109
8535,73383,-108
8536,73391,-107
8537,73399,-106
8538,73407,-105
8539,73416,-104
8540,73423,-103
8541,73431,-102
8542,73438,-101
8543,73446,-100
8544,73452,-99
8545,73460,-98
8546,73467,-97
8547,73474,-96
8548,73481,-95
8549,73488,-94
8550,73494,-93
8551,73501,-92
8552,73507,-91
8553,73514,-90
8554,73520,-89
8555,73527,-88
8556,73533,-87
8557,73539,-86
8558,73545,-85
8559,73552,-84
8560,73557,-83
8561,73564,-82
8562,73570,-81
8563,73576,-80
8564,73581,-79
8565,73587,-78
8566,73593,-77
8567,73599,-76
8568,73604,-75
8569,73610,-74
8570,73616,-73
8571,73622,-72
8572,73627,-71
8573,73632,-70
8574,73638,-69
8575,73644,-68
8576,73649,-67
8577,73654,-66
8578,73660,-65
8579,73665,-64
8580,73670,-63
8581,73676,-62
8582,73681,-61
8583,73687,-60
8584,73691,-59
8585,73697,-58
8586,73702,-57
8587,73708,-56
8588,73712,-55
8589,73718,-54
8590,73723,-53
8591,73728,-52
8592,73733,-51
8593,73738,-50
8594,73744,-49
8595,73749,-48
8596,73754,-47
8597,73759,-46
8598,73764,-45
8599,73769,-44
8600,73774,-43
8601,73779,-42
8602,73784,-41
8603,73789,-40
8604,73794,-39
8605,73799,-38
8606,73804,-37
8607,73809,-36
8608,73814,-35
8609,73819,-34
8610,73824,-33
8611,73829,-32
8612,73834,-31
8613,73839,-30
8614,73844,-29
8615,73849,-28
8616,73854,-27
8617,73859,-26
8618,73864,-25
8619,73869,-24
8620,73874,-23
8621,73879,-22
8622,73884,-21
8623,73889,-20
8624,73894,-19
8625,73899,-18
8626,73910,-16
8627,73914,-15
8628,73919,-14
8629,73924,-13
8630,73929,-12
8631,73934,-11
8632,73939,-10
8633,73944,-9
8634,73950,-8
8635,73954,-7
8636,73960,-6
8637,73965,-5
8638,73970,-4
8639,73975,-3
8640,73980,-2
8641,73985,-1
8642,73991,0
8643,73995,1
8644,74001,2
8645,74006,3
8646,74011,4
8647,74016,5
8648,74022,6
8649,74027,7
8650,74033,8
8651,74038,9
8652,74043,10
8653,74049,11
8654,74054,12
8655,74059,13
8656,74065,14
8657,74070,15
8658,74076,16
8659,74081,17
8660,74087,18
8661,74093,19
8662,74098,20
8663,74104,21
8664,74110,22
8665,74115,23
8666,74121,24
8667,74127,25
8668,74133,26
8669,74139,27
8670,74145,28
8671,74150,29
8672,74157,30
8673,74163,31
8674,74169,32
8675,74175,33
8676,74181,34
8677,74188,35
8678,74195,36
8679,74201,37
8680,74207,38
8681,74214,39
8682,74221,40
8683,74227,41
8684,74234,42
8685,74241,43
8686,74249,44
8687,74255,45
8688,74263,46
8689,74270,47
8690,74278,48
8691,74285,49
8692,74293,50
8693,74301,51
8694,74309,52
8695,74317,53
8696,74326,54
8697,74335,55
8698,74344,56
8699,74352,57
8700,74362,58
8701,74372,59
8702,74382,60
8703,74392,61
8704,74403,62
8705,74415,63
8706,74427,64
8707,74439,65
8708,74452,66
8709,74467,67
8710,74483,68
8711,74500,69
8712,74520,70
8713,74545,71
8714,74580,72
8715,74691,71
8716,74725,70
8717,74750,69
8718,74770,68
8719,74787,67
8720,74803,66
8721,74817,65
8722,74831,64
8723,74843,63
8724,74855,62
8725,74866,61
8726,74877,60
8727,74887,59
8728,74898,58
8729,74907,57
8730,74917,56
8731,74926,55
8732,74935,54
8733,74943,53
8734,74952,52
8735,74960,51
8736,74968,50
8737,74976,49
8738,74984,48
8739,74991,47
8740,74999,46
8741,75007,45
8742,75014,44
8743,75021,43
8744,75028,42
8745,75035,41
8746,75042,40
8747,75048,39
8748,75055,38
8749,75062,37
8750,75069,36
8751,75075,35
8752,75081,34
8753,75088,33
8754,75094,32
8755,75100,31
8756,75106,30
8757,75113,29
8758,75119,28
8759,75124,27
8760,75130,26
8761,75136,25
8762,75142,24
8763,75148,23
8764,75154,22
8765,75160,21
8766,75166,20
8767,75171,19
8768,75177,18
8769,75182,17
8770,75188,16
8771,75193,15
8772,75199,14
8773,75204,13
8774,75210,12
8775,75215,11
8776,75221,10
8777,75226,9
8778,75232,8
8779,75237,7
8780,75242,6
8781,75248,5
8782,75253,4
8783,75258,3
8784,75263,2
8785,75269,1
8786,75274,0
8787,75279,-1
8788,75284,-2
8789,75289,-3
8790,75294,-4
8791,75299,-5
8792,75305,-6
8793,75310,-7
8794,75315,-8
8795,75320,-9
8796,75325,-10
8797,75330,-11
8798,75335,-12
8799,75340,-13
8800,75345,-14
8801,75350,-15
8802,75355,-16
8803,75360,-17
8804,75365,-18
8805,75370,-19
8806,75376,-20
8807,75380,-21
8808,75385,-22
8809,75390,-23
8810,75396,-24
8811,75400,-25
8812,75405,-26
8813,75410,-27
8814,75415,-28
8815,75420,-29
8816,75425,-30
8817,75430,-31
8818,75435,-32
8819,75440,-33
8820,75445,-34
8821,75450,-35
8822,75455,-36
8823,75460,-37
8824,75465,-38
8825,75470,-39
8826,75476,-40
8827,75480,-41
8828,75485,-42
8829,75491,-43
8830,75496,-44
8831,75500,-45
8832,75506,-46
8833,75511,-47
8834,75516,-48
8835,75521,-49
8836,75526,-50
8837,75531,-51
8838,75537,-52
8839,75541,-53
8840,75547,-54
8841,75552,-55
8842,75557,-56
8843,75562,-57
8844,75567,-58
8845,75573,-59
8846,75578,-60
8847,75583,-61
8848,75589,-62
8849,75594,-63
8850,75599,-64
8851,75604,-65
8852,75610,-66
8853,75615,-67
8854,75621,-68
8855,75626,-69
8856,75632,-70
8857,75637,-71
8858,75643,-72
8859,75648,-73
8860,75654,-74
8861,75660,-75
8862,75666,-76
8863,75671,-77
8864,75677,-78
8865,75683,-79
8866,75689,-80
8867,75694,-81
8868,75700,-82
8869,75707,-83
8870,75713,-84
8871,75718,-85
8872,75725,-86
8873,75731,-87
8874,75737,-88
8875,75743,-89
8876,75750,-90
8877,75756,-91
8878,75763,-92
8879,75769,-93
8880,75776,-94
8881,75783,-95
8882,75790,-96
8883,75796,-97
8884,75803,-98
8885,75811,-99
8886,75818,-100
8887,75825,-101
8888,75832,-102
8889,75840,-103
8890,75848,-104
8891,75855,-105
8892,75864,-106
8893,75872,-107
8894,75880,-108
8895,75888,-109
8896,75897,-110
8897,75906,-111
8898,75916,-112
8899,75925,-113
8900,75935,-114
8901,75945,-115
8902,75956,-116
8903,75966,-117
8904,75978,-118
8905,75990,-119
8906,76004,-120
8907,76016,-121
8908,76032,-122
8909,76048,-123
8910,76067,-124
8911,76087,-125
8912,76114,-126
8913,76157,-127
8914,76236,-126
8915,76277,-125
8916,76304,-124
8917,76324,-123
8918,76342,-122
8919,76358,-121
8920,76374,-120
8921,76386,-119
8922,76400,-118
8923,76412,-117
8924,76424,-116
8925,76434,-115
8926,76445,-114
8927,76455,-113
8928,76465,-112
8929,76474,-111
8930,76484,-110
8931,76493,-109
8932,76502,-108
8933,76509,-107
8934,76518,-106
8935,76526,-105
8936,76535,-104
8937,76542,-103
8938,76550,-102
8939,76557,-101
8940,76565,-100
8941,76572,-99
8942,76579,-98
8943,76586,-97
8944,76594,-96
8945,76600,-95
8946,76607,-94
8947,76614,-93
8948,76621,-92
8949,76627,-91
8950,76633,-90
8951,76640,-89
8952,76647,-88
8953,76652,-87
8954,76659,-86
8955,76665,-85
8956,76671,-84
8957,76677,-83
8958,76683,-82
8959,76689,-81
8960,76695,-80
8961,76701,-79
8962,76707,-78
8963,76713,-77
8964,76719,-76
8965,76724,-75
8966,76730,-74
8967,76736,-73
8968,76741,-72
8969,76747,-71
8970,76752,-70
8971,76758,-69
8972,76764,-68
8973,76769,-67
8974,76774,-66
8975,76780,-65
8976,76785,-64
8977,76790,-63
8978,76796,-62
8979,76801,-61
8980,76807,-60
8981,76812,-59
8982,76817,-58
8983,76822,-57
8984,76828,-56
8985,76833,-55
8986,76838,-54
8987,76843,-53
8988,76848,-52
8989,76853,-51
8990,76859,-50
8991,76864,-49
8992,76869,-48
8993,76874,-47
8994,76879,-46
8995,76884,-45
8996,76889,-44
8997,76894,-43
8998,76899,-42
8999,76904,-41
9000,76910,-40
9001,76914,-39
9002,76919,-38
9003,76924,-37
9004,76930,-36
9005,76934,-35
9006,76939,-34
9007,76945,-33
9008,76950,-32
9009,76954,-31
9010,76959,-30
9011,76964,-29
9012,76970,-28
9013,76974,-27
9014,76979,-26
9015,76984,-25
9016,76990,-24
9017,76994,-23
9018,76999,-22
9019,77005,-21
9020,77010,-20
9021,77014,-19
9022,77019,-18
9023,77025,-17
9024,77030,-16
9025,77034,-15
9026,77040,-14
9027,77045,-13
9028,77050,-12
9029,77055,-11
9030,77060,-10
9031,77065,-9
9032,77070,-8
9033,77075,-7
9034,77080,-6
9035,77085,-5
9036,77091,-4
9037,77095,-3
9038,77101,-2
9039,77106,-1
9040,77111,0
9041,77116,1
9042,77121,2
9043,77127,3
9044,77132,4
9045,77137,5
9046,77142,6
9047,77148,7
9048,77153,8
9049,77158,9
9050,77164,10
9051,77169,11
9052,77175,12
9053,77180,13
9054,77186,14
9055,77191,15
9056,77197,16
9057,77202,17
9058,77208,18
9059,77213,19
9060,77219,20
9061,77224,21
9062,77230,22
9063,77236,23
9064,77242,24
9065,77248,25
9066,77254,26
9067,77260,27
9068,77266,28
9069,77271,29
9070,77278,30
9071,77284,31
9072,77290,32
9073,77296,33
9074,77303,34
9075,77309,35
9076,77316,36
9077,77322,37
9078,77328,38
9079,77335,39
9080,77342,40
9081,77348,41
9082,77355,42
9083,77363,43
9084,77370,44
9085,77376,45
9086,77384,46
9087,77391,47
9088,77399,48
9089,77406,49
9090,77414,50
9091,77422,51
9092,77431,52
9093,77439,53
9094,77447,54
9095,77456,55
9096,77465,56
9097,77474,57
9098,77484,58
9099,77493,59
9100,77504,60
9101,77514,61
9102,77525,62
9103,77537,63
9104,77549,64
9105,77561,65
9106,77575,66
9107,77590,67
9108,77606,68
9109,77623,69
9110,77644,70
9111,77669,71
9112,77707,72
9113,77805,71
9114,77842,70
9115,77868,69
9116,77888,68
9117,77905,67
9118,77921,66
9119,77936,65
9120,77950,64
9121,77962,63
9122,77974,62
9123,77986,61
9124,77997,60
9125,78007,59
9126,78017,58
9127,78027,57
9128,78037,56
9129,78045,55
9130,78054,54
9131,78063,53
9132,78072,52
9133,78080,51
9134,78088,50
9135,78096,49
9136,78104,48
9137,78111,47
9138,78119,46
9139,78127,45
9140,78134,44
9141,78141,43
9142,78148,42
9143,78155,41
9144,78162,40
9145,78168,39
9146,78175,38
9147,78182,37
9148,78189,36
9149,78195,35
9150,78202,34
9151,78208,33
9152,78214,32
9153,78220,31
9154,78227,30
9155,78233,29
9156,78239,28
9157,78245,27
9158,78251,26
9159,78257,25
9160,78263,24
9161,78268,23
9162,78274,22
9163,78280,21
9164,78286,20
9165,78291,19
9166,78297,18
9167,78303,17
9168,78308,16
9169,78314,15
9170,78319,14
9171,78325,13
9172,78330,12
9173,78336,11
9174,78341,10
9175,78347,9
9176,78352,8
9177,78357,7
9178,78363,6
9179,78368,5
9180,78373,4
9181,78378,3
9182,78384,2
9183,78389,1
9184,78394,0
9185,78399,-1
9186,78405,-2
9187,78410,-3
9188,78415,-4
9189,78420,-5
9190,78425,-6
9191,78430,-7
9192,78435,-8
9193,78440,-9
9194,78445,-10
9195,78451,-11
9196,78456,-12
9197,78461,-13
9198,78466,-14
9199,78471,-15
9200,78476,-16
9201,78481,-17
9202,78486,-18
9203,78491,-19
9204,78496,-20
9205,78501,-21
9206,78506,-22
9207,78511,-23
9208,78516,-24
9209,78521,-25
9210,78526,-26
9211,78531,-27
9212,78536,-28
9213,78541,-29
9214,78546,-30
9215,78551,-31
9216,78556,-32
9217,78561,-33
9218,78566,-34
9219,78571,-35
9220,78576,-36
9221,78581,-37
9222,78586,-38
9223,78591,-39
9224,78596,-40
9225,78601,-41
9226,78606,-42
9227,78611,-43
9228,78616,-44
9229,78621,-45
9230,78626,-46
9231,78631,-47
9232,78637,-48
9233,78641,-49
9234,78647,-50
9235,78652,-51
9236,78657,-52
9237,78662,-53
9238,78667,-54
9239,78673,-55
9240,78678,-56
9241,78683,-57
9242,78688,-58
9243,78694,-59
9244,78699,-60
9245,78704,-61
9246,78709,-62
9247,78715,-63
9248,78720,-64
9249,78725,-65
9250,78731,-66
9251,78736,-67
9252,78742,-68
9253,78747,-69
9254,78753,-70
9255,78758,-71
9256,78764,-72
9257,78769,-73
9258,78775,-74
9259,78781,-75
9260,78787,-76
9261,78792,-77
9262,78798,-78
9263,78804,-79
9264,78810,-80
9265,78815,-81
9266,78821,-82
9267,78827,-83
9268,78834,-84
9269,78839,-85
9270,78846,-86
9271,78852,-87
9272,78858,-88
9273,78864,-89
9274,78871,-90
9275,78877,-91
9276,78884,-92
9277,78890,-93
9278,78897,-94
9279,78904,-95
9280,78911,-96
9281,78917,-97
9282,78924,-98
9283,78932,-99
9284,78939,-100
9285,78946,-101
9286,78953,-102
9287,78961,-103
9288,78969,-104
9289,78976,-105
9290,78985,-106
9291,78993,-107
9292,79001,-108
9293,79009,-109
9294,79018,-110
9295,79027,-111
9296,79037,-112
9297,79046,-113
9298,79056,-114
9299,79066,-115
9300,79077,-116
9301,79087,-117
9302,79099,-118
9303,79112,-119
9304,79125,-120
9305,79138,-121
9306,79153,-122
9307,79170,-123
9308,79189,-124
9309,79208,-125
9310,79236,-126
9311,79281,-127
9312,79354,-126
9313,79396,-125
9314,79424,-124
9315,79444,-123
9316,79462,-122
9317,79479,-121
9318,79494,-120
9319,79507,-119
9320,79520,-118
9321,79532,-117
9322,79544,-116
9323,79554,-115
9324,79565,-114
